os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 5 5600X 6-Core Processor,Radeon RX 5600 OEM/5600 XT / 5700/5700 XT,16293816,7.0.11-76070011-generic,,performance
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
58.4462,17.1098,97.0779,63,81,55,1650,875,2.8739,104,10.5795,23429686334
55.9989,17.8575,97.0779,63,81,55,1650,875,2.8739,104,10.5795,23529823792
55.6888,17.9569,97.0779,63,81,55,1650,875,2.8739,104,10.5795,23629940911
102.388,9.76677,97.0266,59,80,54,1517,875,2.8739,87,10.2699,23730066810
50.0014,19.9994,97.0266,59,80,54,1517,875,2.8739,87,10.2699,23830176848
57.3542,17.4355,97.0266,59,80,54,1517,875,2.8739,87,10.2699,23930297647
57.2114,17.479,97.0266,59,80,54,1517,875,2.8739,87,10.2699,24030413686
86.1392,11.6091,97.0266,59,80,54,1517,875,2.8739,87,10.2699,24130529394
62.4281,16.0184,98.0328,60,80,55,1588,875,2.8739,96,10.2249,24230654783
58.3176,17.1475,98.0328,60,80,55,1588,875,2.8739,96,10.2249,24330772142
70.4713,14.1902,98.0328,60,80,55,1588,875,2.8739,96,10.2249,24430882700
54.6856,18.2863,98.0328,60,80,55,1588,875,2.8739,96,10.2249,24530992219
66.059,15.138,98.0328,60,80,55,1588,875,2.8739,96,10.2249,24631100617
59.5372,16.7962,98.0328,60,80,55,1588,875,2.8739,96,10.2249,24731182446
64.5269,15.4974,99.0244,61,80,55,1586,875,2.8739,98,10.1339,24831260415
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,24931371873
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25031494932
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25131621791
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25231743699
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25331850598
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25431974187
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25532063995
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25632180754
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25732298032
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25832427401
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,25932758590
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26033083189
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26133253507
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26233362836
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26333474074
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26433597783
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26533743712
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26633871790
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26735100059
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26835256718
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,26935384667
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,27035500155
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,27136003004
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,27236109453
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,27336189361
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,27436434180
67.0985,14.9035,99.0244,61,80,55,1586,875,2.8739,98,10.1339,27536560609
0.361775,2764.15,98.6075,4,80,52,808,875,3.40574,34,10.6482,27636656577
17.2486,57.9756,98.6075,4,80,52,808,875,3.40574,34,10.6482,27737524056
55.6905,17.9564,98.6075,4,80,52,808,875,3.40574,34,10.6482,27837669625
57.0025,17.5431,98.6075,4,80,52,808,875,3.40574,34,10.6482,27939181004
56.7634,17.617,98.6075,4,80,52,808,875,3.40574,34,10.6482,28039282183
67.1108,14.9007,98.5342,38,80,59,1239,875,3.40593,84,10.1782,28139409131
62.1216,16.0975,98.5342,38,80,59,1239,875,3.40593,84,10.1782,28239847060
52.4581,19.0628,98.5342,38,80,59,1239,875,3.40593,84,10.1782,28339977849
49.8292,20.0686,98.5342,38,80,59,1239,875,3.40593,84,10.1782,28441190228
80.8161,12.3738,98.5342,38,80,59,1239,875,3.40593,84,10.1782,28541333096
235.541,4.24555,98.5342,38,80,59,1239,875,3.40593,84,10.1782,28641436945
